GENE_NAMES,0
RBBP5,0.5344045528870852
GCFC2,0.5286436816912264
RFX5,0.5256863754931027
ELK4,0.5225004075333797
ARNT,0.5016725264217651
CREB1,0.47268837940773595
NFYB,0.4680826569057586
NFYA,0.4574136543637008
TCF12,0.4552839348964228
GABPA,0.44736252648789543
USF1,0.43997543992749133
REST,0.43474397420197464
HDAC1,0.4295140029630293
ATF1,0.42368035125005615
XBP1,0.4174317313546568
TCF3,0.4084163489926337
HDAC2,0.40217884647948127
SP1,0.39789961237577065
IKZF1,0.39043975643281964
MAZ,0.3884550687261611
YY1,0.3855605669070547
PPARA,0.3822235214891981
NR3C1,0.3813242022520201
CCNT2,0.37780645599380747
TAF1,0.3769200122727404
TAF7,0.376495576800028
CHD1,0.376038829300077
HNF1A,0.35724345751117503
ELK1,0.3539833629383994
THAP1,0.3521479908300018
TCF4,0.3386426032192756
TBP,0.3331423289006878
PML,0.3289581460917445
E2F6,0.3283151010798342
USF2,0.31929263170635486
KDM5A,0.31709353813386
MYBL2,0.3110873816019167
RARB,0.3033545941307283
MXI1,0.3031781208413743
NF1,0.2946607521886431
KDM5B,0.276713535734272
SIN3A,0.2752739100989038
LEF1,0.2577765332061674
E2F1,0.24753295164407735
CHD2,0.24372366716646363
TP53,0.23953790399851213
FOXP3,0.22891656869288846
VDR,0.22202499330213157
MAX,0.22193420239999684
STAT1,0.19532316642356823
NFKB1,0.19432832819645057
JUND,0.19384447545817063
NFATC1,0.19018104715730738
ESR1,0.18866709469293486
MYB,0.1813287827382567
RXRA,0.17643143699878783
SREBP1,0.16589733734510642
HNF4A,0.1631110199488527
STAT4,0.15913975493515825
RELA,0.1552511083439406
TCF7L2,0.14622585531810417
PGR,0.1459564319674475
NFATC2,0.14148893471460167
EGR1,0.13830681830463054
RARA,0.1327638201083532
SPI1,0.12700242745833046
ETV4,0.12405187498961366
TEAD2,0.117793577554574
FOSL2,0.11199477209782044
BHLHE40,0.11030637737635511
MYC,0.10405492818348643
ETS1,0.09894450160534846
FOXA2,0.09357155944302434
AR,0.08790781982242302
GATA1,0.08234809624032643
CEBPA,0.057561960295188126
CTF,0.05034611463260695
NR2F2,0.04363281834377036
FOXA1,0.04360652848146336
EBF1,0.04188223194705239
HOXD10,0.03966039901145291
CEBPB,0.035440513494482
NR2F1,0.02530359483587784
ETS2,0.023337246639608414
GATA2,0.022345380333951014
SRY,0.020812146969409154
TAL1,0.014779710825826662
ATF3,0.013271137014249859
STAT5A,0.012418326332875018
PAX5,0.011944254982584793
IRF1,0.00819881969915031
TFAP2A,0.007786126816784512
HOXD9,0.0025345592509746426
